词库,词库名,分类,关卡,网格大小,难度,单词数,最小长度,最大长度,平均长度,单词列表,有特殊字符,错误
senior_all,高中全部,高中,556,10,hard,7,6,9,7.4,FASHION|SAVAGE|INSTRUCT|IDENTITY|TELEPHONE|VACATION|NEARLY,否,否
senior_all,高中全部,高中,557,10,hard,5,6,9,7.4,HUNGRY|BALCONY|DOWNTOWN|GRIZZLY|RECOGNIZE,否,否
senior_all,高中全部,高中,558,10,hard,7,6,9,7.3,RUMBLE|RAINFALL|BULLET|RELEVANT|WRITING|MORALLY|AGREEMENT,否,否
senior_all,高中全部,高中,559,10,hard,6,6,9,7.2,AMERICA|UNWANTED|REVIEW|NUCLEUS|CANCER|CONDITION,否,否
senior_all,高中全部,高中,560,10,hard,5,7,9,7.6,SURPLUS|MIGRANT|UMBRELLA|OBESITY|SUBSTANCE,否,否
senior_all,高中全部,高中,561,10,hard,5,7,9,8.0,TUESDAY|DUMBNESS|HISTORY|HAPPINESS|SLINGSHOT,否,否
senior_all,高中全部,高中,562,10,hard,7,6,9,7.3,CORNWALL|CANDLE|DUSTBIN|BRITAIN|CERTAINTY|IRELAND|FRANKLY,否,否
senior_all,高中全部,高中,563,10,hard,6,6,9,7.7,FREQUENT|SETTLER|TREATY|IMMIGRATE|WEEKDAY|ENJOYMENT,否,否
senior_all,高中全部,高中,564,10,hard,6,6,9,6.8,CABINET|BRIEFLY|SALUTE|INJECT|MILDLY|VISUALISE,否,否
senior_all,高中全部,高中,565,10,hard,8,6,9,7.1,DESTROY|BUDDHA|REGRET|RELIGIOUS|MOTIVE|FINALLY|ORANGUTAN|LEISURE,否,否
senior_all,高中全部,高中,566,10,hard,6,6,9,7.5,FOREIGNER|ENDEAVOUR|MUSLIM|HARDLY|GARDENING|CRITIC,否,否
senior_all,高中全部,高中,567,10,hard,5,6,9,7.6,TIRING|HABITUAL|BARGAIN|PRINCIPLE|MISTAKEN,否,否
senior_all,高中全部,高中,568,10,hard,6,7,9,7.7,ENVELOPE|PREMIER|OFFSHORE|SPEAKER|PINEAPPLE|COURAGE,否,否
senior_all,高中全部,高中,569,10,hard,5,8,9,8.2,FOOTBALL|PRISONER|MAGAZINE|HOPELESS|ANNOYANCE,否,否
senior_all,高中全部,高中,570,10,hard,5,7,9,7.8,DEMPSEY|PERSEUS|IMMIGRANT|STRATEGY|DINOSAUR,否,否
senior_all,高中全部,高中,571,10,hard,6,7,9,8.0,PAVEMENT|MISSILE|VEGETABLE|SPATIAL|TASTELESS|ALTITUDE,否,否
senior_all,高中全部,高中,572,10,hard,7,6,9,7.3,UNBLOCK|GRANDMA|HEALTHY|TRANSKEI|BALLAD|CONFIDENT|INVOLVE,否,否
senior_all,高中全部,高中,573,10,hard,6,6,9,7.7,DARKNESS|MINISTER|RECOVER|VIOLENCE|EXTREMELY|DECIDE,否,否
senior_all,高中全部,高中,574,10,hard,5,8,9,8.6,COMMUNITY|OUTBREAK|SOLUTION|UNDIVIDED|INCENTIVE,否,否
senior_all,高中全部,高中,575,10,hard,5,6,9,7.8,BATHROBE|RACIAL|AIRPLANE|ENTIRELY|LOGICALLY,否,否
senior_all,高中全部,高中,576,10,hard,5,7,9,8.0,INFLUENCE|WITNESS|LITERACY|SATISFY|INJUSTICE,否,否
senior_all,高中全部,高中,577,10,hard,5,7,9,7.4,NOMINEE|DEPRIVE|VENTURE|PICASSO|ENERGETIC,否,否
senior_all,高中全部,高中,578,10,hard,6,7,9,7.7,DISEASE|KILOMETRE|CONSULT|ATTICUS|DECIBEL|SOCIALISM,否,否
senior_all,高中全部,高中,579,10,hard,6,6,9,6.7,MOTHER|ABSEIL|NEPHEW|GRANITE|STOPWATCH|HEIGHT,否,否
senior_all,高中全部,高中,580,10,hard,7,6,9,7.6,CAMERAMAN|MOSQUITO|QUADRANT|DURESS|UNICORN|DECEITFUL|ANCHOR,否,否
senior_all,高中全部,高中,581,10,hard,6,6,9,7.8,FAMILIAR|CHEMICAL|MOUTHFUL|MEKONG|LUMBERING|LANDLORD,否,否
senior_all,高中全部,高中,582,10,hard,6,7,9,7.5,CONTENT|HANDSOME|EROSION|AFTERWARD|CONSUME|CARRIER,否,否
senior_all,高中全部,高中,583,10,hard,6,8,9,8.3,QUALIFIED|ROMANTIC|INFORMAL|ENGINEER|DISGUISE|FORTNIGHT,否,否
senior_all,高中全部,高中,584,10,hard,6,6,9,7.2,DESKTOP|ATHLETE|PLATEAU|PEASANT|HOARFROST|CHORUS,否,否
senior_all,高中全部,高中,585,10,hard,6,6,9,7.5,BESIDES|UNSPOKEN|GUIDANCE|RECKON|FRAMEWORK|BENEATH,否,否
senior_all,高中全部,高中,586,10,hard,5,6,9,7.6,POWERFUL|AIRCRAFT|EMPLOY|RECRUIT|PRACTICAL,否,否
senior_all,高中全部,高中,587,10,hard,7,6,9,7.0,REMOTE|CONDUCT|SICKNESS|CARPET|MATISSE|PRESCRIBE|FRIDGE,否,否
senior_all,高中全部,高中,588,10,hard,5,7,9,8.0,BACTERIA|ORGANIZE|ALPHABET|ENJOYABLE|EDITION,否,否
senior_all,高中全部,高中,589,10,hard,7,6,9,7.7,PROMOTE|MOVEABLE|ORIGINAL|VITAMIN|FOREGO|TRANSPORT|POISONOUS,否,否
senior_all,高中全部,高中,590,10,hard,7,6,9,7.6,DELIGHTED|ALBANY|LOATHE|ANNOUNCE|TRAINER|ANTELOPE|HOUSEWIFE,否,否
senior_all,高中全部,高中,591,10,hard,6,6,9,7.2,BRITISH|BACHELOR|UNIFORM|UGANDA|APPEAL|POLLINATE,否,否
senior_all,高中全部,高中,592,10,hard,6,6,9,7.3,POCKET|UNSKILLED|CHOICE|TRAVELER|CATHEDRAL|ABSENT,否,否
senior_all,高中全部,高中,593,10,hard,7,6,9,7.0,COMFORT|CONSTANT|FILTER|ENQUIRY|DRAGON|SACRIFICE|OVERDO,否,否
senior_all,高中全部,高中,594,10,hard,6,7,9,8.0,QUANTITY|PLAYROOM|MENTION|SUITABLE|RECIPIENT|SEPARATE,否,否
senior_all,高中全部,高中,595,10,hard,5,7,9,8.0,EDUCATED|LIBRARIAN|GARMENT|COUNTER|AFFECTION,否,否
senior_all,高中全部,高中,596,10,hard,6,6,9,7.5,GRASSY|APPETITE|SALESMAN|POSITION|ACTUAL|CHEMISTRY,否,否
senior_all,高中全部,高中,597,10,hard,7,6,9,7.3,DAYLIGHT|ACTUALLY|PROPER|MUSTARD|PARTNER|PASSENGER|DEALER,否,否
senior_all,高中全部,高中,598,10,hard,5,7,9,8.0,DRIFTNET|FORENSIC|FREEDOM|FRENCHMAN|BACKBONE,否,否
senior_all,高中全部,高中,599,10,hard,7,6,9,7.1,GRAMMAR|BAHMAD|BUCKET|SWIMSUIT|MAKEUP|ADMIRABLE|BRIGHTEN,否,否
senior_all,高中全部,高中,600,10,hard,5,6,9,7.0,APPOINT|SAUSAGE|WONDER|EIGHTY|IDENTICAL,否,否
senior_all,高中全部,高中,601,10,hard,6,6,9,7.7,MARKETING|UNBUTTON|BRIGHT|EXAMPLE|TOOTHACHE|GALLERY,否,否
senior_all,高中全部,高中,602,10,hard,5,8,9,8.4,LANDMINE|MILITARY|AMSTERDAM|EXCESSIVE|DISASTER,否,否
senior_all,高中全部,高中,603,10,hard,6,6,9,7.5,WILDLIFE|PARKING|SEATTLE|CAMBRIDGE|GENTLY|MEMORIAL,否,否
senior_all,高中全部,高中,604,10,hard,5,6,9,7.8,BREAKFAST|FLATTER|AVAILABLE|OUTSTRIP|GUTTER,否,否
senior_all,高中全部,高中,605,10,hard,5,6,9,7.2,DISTINCT|BRUNCH|POETRY|MAILBOX|SINCERELY,否,否
senior_all,高中全部,高中,606,10,hard,6,6,9,7.5,FORGETFUL|FORMER|BEANCURD|BEHOLD|COURTYARD|DUBIOUS,否,否
senior_all,高中全部,高中,607,10,hard,7,6,9,7.1,SMOOTH|HIGGINS|CAUTION|HORIZON|FLUENCY|RELUCTANT|SCENERY,否,否
senior_all,高中全部,高中,608,10,hard,8,6,9,7.2,RUMOUR|RICKETS|PUBLICLY|MANAGE|DOMINATE|MAGNETIC|TRADITION|SAMUEL,否,否
senior_all,高中全部,高中,609,10,hard,6,7,9,7.8,MALAYSIA|ABSTRACT|NUISANCE|BLESSED|CONFIRM|AMAZEMENT,否,否
senior_all,高中全部,高中,610,10,hard,6,6,9,7.7,OTHERWISE|PALACE|LEFTOVER|LIMITED|TRANSFORM|MISTAKE,否,否
senior_all,高中全部,高中,611,10,hard,5,7,9,7.8,CATHOLIC|THOROUGH|GARBAGE|FAULTLESS|HAPPILY,否,否
senior_all,高中全部,高中,612,10,hard,7,6,9,7.6,DIVORCE|COMPUTER|GOVERNOR|SQUEEZE|SYLLABLE|OPENER|ENROLMENT,否,否
senior_all,高中全部,高中,613,10,hard,5,7,9,7.8,INDUSTRY|SEQUENCE|PACIFIC|DEFENSE|BOOKSHELF,否,否
senior_all,高中全部,高中,614,10,hard,5,6,9,7.4,SURVIVAL|PARADE|OFFERING|MODEST|SINGAPORE,否,否
senior_all,高中全部,高中,615,10,hard,6,6,9,7.2,CHEMIST|BETWEEN|BECAUSE|KEEPER|JANUARY|ALONGSIDE,否,否
senior_all,高中全部,高中,616,10,hard,6,6,9,7.3,COLLECT|MEMORY|ZIMBABWE|WESTWARD|YESTERDAY|SUBDUE,否,否
senior_all,高中全部,高中,617,10,hard,5,7,9,8.4,BIRDCAGE|CAFETERIA|DEFENCE|COUNTLESS|MALICIOUS,否,否
senior_all,高中全部,高中,618,10,hard,5,6,9,7.2,PURCHASE|JUNIOR|COMMENT|AUTUMN|APARTMENT,否,否
senior_all,高中全部,高中,619,10,hard,6,6,9,7.3,MAJESTY|MARBLE|DIVISION|ARABIC|SHELLFISH|OVERCOAT,否,否
senior_all,高中全部,高中,620,10,hard,6,6,9,7.7,CONTRAST|HURDLING|HILLSIDE|KNIGHT|FINANCIAL|FURTHER,否,否
senior_all,高中全部,高中,621,10,hard,6,6,9,7.2,STRING|CLASSIFY|BUSHFIRE|PARTLY|PHONETICS|EIGHTH,否,否
senior_all,高中全部,高中,622,10,hard,5,7,9,7.8,CRAFTSMAN|RAINBOW|PRAIRIE|COMMUNISM|SMOKING,否,否
senior_all,高中全部,高中,623,10,hard,5,6,9,8.0,OVERLOOK|SEEDLING|NECESSARY|HOLLYWOOD|ORIGIN,否,否
senior_all,高中全部,高中,624,10,hard,7,6,9,8.0,SURPRISE|REACTION|UNDERTAKE|ASSIST|SUMMARISE|STRANGER|TREASURE,否,否
senior_all,高中全部,高中,625,10,hard,6,6,9,7.3,COURSE|SOFTBALL|CENTRAL|BELONG|NOSEBLEED|CARNIVAL,否,否
senior_all,高中全部,高中,626,10,hard,5,7,9,7.8,IMPULSE|TACTICAL|NOTEBOOK|DIALECT|FLASHBACK,否,否
senior_all,高中全部,高中,627,10,hard,5,6,9,7.8,ALCOHOLIC|ANYWHERE|ABSENCE|REASON|WORTHLESS,否,否
senior_all,高中全部,高中,628,10,hard,6,6,9,7.7,FRICTION|PROPERLY|PATIENT|PLETHORA|MONKEY|IMITATION,否,否
senior_all,高中全部,高中,629,10,hard,5,6,8,7.0,BRAVERY|FOSTER|SHALLOW|LEAKAGE|RESPONSE,否,否
senior_all,高中全部,高中,630,10,hard,7,6,9,7.3,PREMISE|TELESCOPE|PREVENT|SCRATCH|STRESSFUL|JOGGER|RELIVE,否,否
senior_all,高中全部,高中,631,10,hard,5,6,9,7.6,FOUNDING|GEOLOGY|BORROW|OWENRSHIP|KINDNESS,否,否
senior_all,高中全部,高中,632,10,hard,6,6,9,7.0,CEMENT|MODERN|SUSPECT|SOUVENIRS|POTHOLE|VIOLATE,否,否
senior_all,高中全部,高中,633,10,hard,6,7,9,7.5,PACKAGE|PUZZLED|MENTALLY|NOISILY|NAUGHTY|SIGNATURE,否,否
senior_all,高中全部,高中,634,10,hard,6,6,9,7.7,INTRODUCE|IMPRESS|HASSLE|LEMONADE|SWEETNESS|OFFICER,否,否
senior_all,高中全部,高中,635,10,hard,6,7,9,7.5,PROCESS|VIOLENT|FACILITY|CARDIAC|KINGDOM|SPELLBIND,否,否
senior_all,高中全部,高中,636,10,hard,6,6,9,7.7,ENOUGH|EXPLODE|SCISSORS|PRACTICE|ODOURLESS|MOTORIST,否,否
senior_all,高中全部,高中,637,10,hard,6,6,9,7.5,WEAKNESS|NOBODY|MEDIEVAL|COOKER|JEWELLERY|ALUMINUM,否,否
senior_all,高中全部,高中,638,10,hard,5,7,9,8.0,SHATTERED|RELATIVE|BATTERY|NECKTIE|STATISTIC,否,否
senior_all,高中全部,高中,639,10,hard,5,6,8,7.6,ELEVATOR|SYMPATHY|SUNLIGHT|PROFIT|ABRUPTLY,否,否
senior_all,高中全部,高中,640,10,hard,6,6,9,7.8,NINETEEN|TERRIFIED|TRAGIC|TRIANGLE|CRITICISE|REQUEST,否,否
senior_all,高中全部,高中,641,10,hard,7,6,9,7.1,REPTILE|PROTECT|VAPOUR|PASSION|STEADY|HURRICANE|BOUNDARY,否,否
senior_all,高中全部,高中,642,10,hard,7,6,9,7.9,NUTRITION|THESEUS|TAXPAYER|ALMOST|CONCRETE|PRONOUNCE|RESEMBLE,否,否
senior_all,高中全部,高中,643,10,hard,5,8,9,8.4,LIGHTNING|COSMETIC|PECULIAR|OINTMENT|UNNOTICED,否,否
senior_all,高中全部,高中,644,10,hard,5,6,9,7.6,BACKWARD|DRAWING|EVERYDAY|THRILL|ARBITRARY,否,否
senior_all,高中全部,高中,645,10,hard,6,7,9,8.0,HESITATE|HORMONAL|SIMILAR|MASACCIO|ANTARCTIC|CULTURAL,否,否
senior_all,高中全部,高中,646,10,hard,6,7,9,8.0,WEBSITE|MONUMENT|FABULOUS|BYPRODUCT|TEENAGE|CONDUCTOR,否,否
senior_all,高中全部,高中,647,10,hard,5,8,9,8.4,ODYSSEUS|MICROWAVE|APPARENT|WESTWARDS|CREATIVE,否,否
senior_all,高中全部,高中,648,10,hard,6,6,9,7.5,BEHAVIOUR|SUCCEED|DAUGHTER|CASUAL|FURNISHED|ACCUSE,否,否
senior_all,高中全部,高中,649,10,hard,6,7,9,7.3,DISLIKE|SPINACH|ABILITY|EVIDENT|ECONOMY|ALLIGATOR,否,否
senior_all,高中全部,高中,650,10,hard,6,6,9,7.3,TRAFFIC|PASSPORT|WORKDAY|SCHOOL|PENSION|OBLIVIOUS,否,否
senior_all,高中全部,高中,651,10,hard,6,7,9,7.7,WEEKEND|DIAMETER|ICEBERG|ELASTIC|NECESSITY|AMERICAN,否,否
senior_all,高中全部,高中,652,10,hard,6,7,9,7.8,LANTERN|ANALYSIS|SUITCASE|AIRLINE|PRESIDENT|FLATMATE,否,否
senior_all,高中全部,高中,653,10,hard,5,6,9,7.8,PRESERVE|PAVILION|BURIAL|BEGINNING|ANALYSER,否,否
senior_all,高中全部,高中,654,10,hard,7,6,9,7.1,ARGUMENT|EXOTIC|COMMAND|PEACOCK|TORONTO|CROUCH|CORPORATE,否,否
senior_all,高中全部,高中,655,10,hard,5,7,9,7.6,MERCHANT|DENTIST|FLORIDA|CORRECT|IMAGINARY,否,否
senior_all,高中全部,高中,656,10,hard,7,7,9,7.9,TOLERATE|MARTINI|MULTIPLE|NICKNAME|CHAIRMAN|AMPHIBIAN|CUNNING,否,否
senior_all,高中全部,高中,657,10,hard,6,7,9,8.0,THOUSAND|CONNECT|OURSELVES|OBSCENE|CIGARETTE|HOMELESS,否,否
senior_all,高中全部,高中,658,10,hard,6,6,9,7.3,CINQUAIN|ASHAMED|WAITER|REVIEWER|SEXUAL|MOUSTACHE,否,否
senior_all,高中全部,高中,659,10,hard,6,7,9,8.0,BOOKCASE|OCCASION|SOFTWARE|DRUMMER|FLUENTLY|MEANWHILE,否,否
senior_all,高中全部,高中,660,10,hard,5,7,8,7.2,PURPOSE|PENGUIN|MISNOMER|VIETNAM|CONCERT,否,否
senior_all,高中全部,高中,661,10,hard,6,7,9,7.8,ASSEMBLY|HOMEWORK|ANECDOTE|LIBRARY|JUSTICE|BROADCAST,否,否
senior_all,高中全部,高中,662,10,hard,7,7,9,7.6,TIRESOME|CRUNCHY|HARVEST|PARALLEL|SMARTLY|ASSOCIATE|SKILFUL,否,否
senior_all,高中全部,高中,663,10,hard,6,6,9,7.7,LAUGHTER|ACHIEVE|EXCAVATE|CINEMA|TECHNIQUE|DISABLED,否,否
senior_all,高中全部,高中,664,10,hard,7,7,9,7.7,ADDITION|ADVANCE|ARRIVAL|RHYTHMIC|ALCOHOL|COURTROOM|TROPICAL,否,否
senior_all,高中全部,高中,665,10,hard,7,6,9,7.4,TOTALLY|ARRANGE|NICOTINE|MARATHON|FATHOM|POLYGRAPH|TURNING,否,否
senior_all,高中全部,高中,666,10,hard,5,7,8,7.8,PRECIOUS|PERFORM|INTERACT|STUBBORN|BUDDHIST,否,否
senior_all,高中全部,高中,667,10,hard,6,7,8,7.3,PERHAPS|STUMBLE|HEARTILY|PIONEER|CRIMINAL|DISOBEY,否,否
senior_all,高中全部,高中,668,10,hard,5,6,8,7.0,DOWNWARD|BEARING|BROWSE|OBTAIN|CAMPAIGN,否,否
senior_all,高中全部,高中,669,10,hard,7,6,8,7.3,STEWARD|BROCHURE|BATHROOM|WRESTLE|MADISON|SURROUND|RETIRE,否,否
senior_all,高中全部,高中,670,10,hard,8,5,8,7.0,RELIEVE|VILLAGE|PHYSICAL|SEAWEED|BORDER|BLACK|DECREASE|ADDICTED,否,否
senior_all,高中全部,高中,671,10,hard,6,5,9,7.7,EXERCISE|EASTWARD|CONSCIOUS|BUNGALOW|CONTINUE|SNIFF,否,否
senior_all,高中全部,高中,672,10,hard,8,5,8,6.8,FORGIVE|ORGAN|ORGANIC|AWKWARD|BLESSED|HATCH|TIDINESS|HOMELAND,否,否
senior_all,高中全部,高中,673,10,hard,6,5,8,6.8,SEASON|TANZANIA|FLAMING|CHINA|DIPLOMA|DIPLOMAT,否,否
senior_all,高中全部,高中,674,10,hard,5,5,8,6.8,SURVIVAL|INSPECT|SORROW|CHIPS|DIRECTOR,否,否
senior_all,高中全部,高中,675,10,hard,3,5,5,5.0,SIGHT|SWEAR|WHOLE,否,否
senior_all,高中全部,高中,676,10,hard,7,5,9,6.7,MADAM|MEDAL|BURGUNDY|BURGLAR|ROBOT|FLEXIBLE|TERRIFIED,否,否
senior_all,高中全部,高中,677,10,hard,9,5,9,6.1,LESSEN|SNAKE|PASSIVE|FINANCIAL|FALSE|CUSTOMER|FIFTY|FAITH|BESET,否,否
senior_all,高中全部,高中,678,10,hard,6,5,8,6.5,CATTLE|ASSORTED|EMPEROR|FEATHER|THROW|BRIDGE,否,否
senior_all,高中全部,高中,679,10,hard,7,5,8,6.1,DANGER|BOOKMARK|BRITAIN|BEAST|FLOOR|JEWEL|STRIKER,否,否
senior_all,高中全部,高中,680,10,hard,8,5,8,7.0,YOURSELF|MAGICAL|ORGANISE|BULLET|AQUARIUM|ATTEMPT|SHAWL|HEADSET,否,否
senior_all,高中全部,高中,681,10,hard,6,5,8,6.0,GARLIC|REWARD|ITSELF|VIVID|GRASP|DOUBTFUL,否,否
senior_all,高中全部,高中,682,10,hard,6,5,8,6.3,DEVICE|SILENCE|ALASKA|HAIKU|SURVEY|AIRPLANE,否,否
senior_all,高中全部,高中,683,10,hard,6,5,8,6.5,ACROSS|SENTENCE|DATABASE|SEXTANT|THING|OLIVE,否,否
senior_all,高中全部,高中,684,10,hard,9,5,9,6.4,THOSE|SUPPRESS|REJECTION|PEPPER|EQUIP|CROUCH|CLERK|TORSO|HANDTRUCK,否,否
senior_all,高中全部,高中,685,10,hard,7,5,9,6.3,CHOICE|NORMAN|ODOURLESS|SAILOR|HEROIC|ANGER|SQUIRM,否,否
senior_all,高中全部,高中,686,10,hard,7,5,8,6.4,BLANKET|POSTCODE|TSUNAMI|STATUE|EXPLODE|CHASE|ASIDE,否,否
senior_all,高中全部,高中,687,10,hard,6,5,6,5.7,COUPLE|REMOTE|LATTER|MAYBE|CEASE|JESTER,否,否
senior_all,高中全部,高中,688,10,hard,6,5,7,6.2,ADJUST|UPGRADE|TROJAN|OCTOBER|SHABBY|ALOUD,否,否
senior_all,高中全部,高中,689,10,hard,6,5,8,5.8,LIKEWISE|SLIDE|REALIZE|WOUND|OFTEN|TEENS,否,否
senior_all,高中全部,高中,690,10,hard,7,5,9,6.3,MARKETING|MAJESTY|TRAINER|PROVE|TANKER|SALLY|BLEED,否,否
senior_all,高中全部,高中,691,10,hard,8,5,9,6.0,ROAST|BOGUS|OVERLOOK|FRUITY|SEDENTARY|SOLVE|SWEET|CHEEK,否,否
senior_all,高中全部,高中,692,10,hard,6,5,9,6.2,PATRONISE|AURAL|AIRLINE|SCORE|TREND|SELECT,否,否
senior_all,高中全部,高中,693,10,hard,7,5,9,6.6,MARRIED|DISTINCT|THINK|HOSTEL|LONDON|STING|PERMANENT,否,否
senior_all,高中全部,高中,694,10,hard,8,5,8,6.5,CRUMPLED|DECORATE|CHARIOT|CUSTOM|ADULT|CAUSE|MINORITY|TRUTH,否,否
senior_all,高中全部,高中,695,10,hard,9,5,9,6.1,MANAGE|MINER|PRESENT|EMPHASIZE|AMAZE|ORGAN|ODOUR|WOODEN|ARRANGE,否,否
senior_all,高中全部,高中,696,10,hard,8,5,9,6.4,CITIZEN|CARPET|BRING|NAPIER|GEOMETRY|STAIR|DOWNRIGHT|HURRY,否,否
senior_all,高中全部,高中,697,10,hard,7,5,7,6.1,USUALLY|LUNGE|WHETHER|TYPIST|EMBED|HOSTESS|FORMAT,否,否
senior_all,高中全部,高中,698,10,hard,8,5,9,6.2,COURSE|POISONOUS|PALACE|OLYMPIC|SURVEY|ARABIC|AMPLE|PINCH,否,否
senior_all,高中全部,高中,699,10,hard,5,5,8,6.0,JAMIE|MORALITY|PLASTER|SWELL|FIRST,否,否
senior_all,高中全部,高中,700,10,hard,6,5,8,6.5,TORTOISE|BLESS|LEADING|STRAIGHT|BORED|FUSION,否,否
senior_all,高中全部,高中,701,10,hard,5,5,6,5.2,SMOKE|DANGER|BLAST|AGREE|SHARK,否,否
senior_all,高中全部,高中,702,10,hard,7,5,9,6.7,PASSAGE|ABRUPT|PHYSICIST|ABUNDANT|CASEY|TENSE|SANDERS,否,否
senior_all,高中全部,高中,703,10,hard,8,5,8,5.6,ACUTE|THROAT|ABSOLUTE|WORKER|ARROW|BLACK|BOWEL|THEIR,否,否
senior_all,高中全部,高中,704,10,hard,5,5,6,5.2,PRIME|TALENT|BROAD|ABOUT|TOOTH,否,否
senior_all,高中全部,高中,705,10,hard,7,5,7,6.1,CAIUS|AFRAID|REQUEST|RETREAT|THERMOS|AHEAD|BETTER,否,否
senior_all,高中全部,高中,706,10,hard,6,5,5,5.0,THIEF|FLESH|ELECT|KENYA|RELIC|APART,否,否
senior_all,高中全部,高中,707,10,hard,7,5,7,6.0,SHEEP|PLANET|SWALLOW|MALAWI|CONCERN|LUNGE|LAWYER,否,否
senior_all,高中全部,高中,708,10,hard,6,5,8,6.3,REDUCE|GREET|RECEIVE|BLACKEN|SCOUT|AMERICAN,否,否
senior_all,高中全部,高中,709,10,hard,7,5,9,6.9,PRESENT|FABULOUS|RAINCOAT|AMBULANCE|BITTER|TRUCK|STILL,否,否
senior_all,高中全部,高中,710,10,hard,8,5,7,6.0,BARRIER|CHAOS|BRIMFUL|ARABIC|CORRUPT|PLAIN|BLEED|UGANDA,否,否
senior_all,高中全部,高中,711,10,hard,6,5,9,7.0,UNNOTICED|IDENTICAL|DEMAND|ENVELOPE|TEACH|HEAVY,否,否
senior_all,高中全部,高中,712,10,hard,7,5,9,6.7,HAPPILY|AMBITIOUS|SHANGHAI|WELFARE|BELOW|ACTUAL|MINER,否,否
senior_all,高中全部,高中,713,10,hard,6,5,9,7.0,MISSILE|LONGITUDE|PARALYZE|HEARING|PEACH|WRITER,否,否
senior_all,高中全部,高中,714,10,hard,6,5,9,6.5,WONDERFUL|YUMMY|HORRIBLE|UNICORN|AGREE|ATLAS,否,否
senior_all,高中全部,高中,715,10,hard,6,5,8,5.8,SILENT|RIDGE|PLANE|PRAISE|STEAD|INTEREST,否,否
senior_all,高中全部,高中,716,10,hard,5,5,9,6.6,NULLARBOR|HATCH|MARKET|CHALK|AQUARIUM,否,否
senior_all,高中全部,高中,717,10,hard,8,5,7,5.6,SHARP|ADEPT|PENGUIN|POVERTY|NOBLE|OUTING|THROW|YOURS,否,否
senior_all,高中全部,高中,718,10,hard,8,5,9,5.6,FROST|PAUSANIAS|FLOAT|YOUTH|TIRING|WORSE|WHOLE|WIDOW,否,否
senior_all,高中全部,高中,719,10,hard,6,5,8,6.2,REDIRECT|PARENT|BECOME|CERTAIN|REACT|EVENT,否,否
senior_all,高中全部,高中,720,10,hard,5,5,8,6.6,ADDICTED|WITHIN|UNLESS|SHEEP|HANDSOME,否,否
senior_all,高中全部,高中,721,10,hard,6,5,7,5.7,STEAK|AWARD|MARCHER|RULER|SHARE|PRAIRIE,否,否
senior_all,高中全部,高中,722,10,hard,7,5,7,5.9,AWARE|WHISPER|ETHICAL|CHEAT|SOPHIE|PAPUA|AFRAID,否,否
senior_all,高中全部,高中,723,10,hard,6,5,9,7.0,SOYBEAN|ANNOUNCER|MOVEMENT|STAFF|FIGHT|ARMCHAIR,否,否
senior_all,高中全部,高中,724,10,hard,9,5,9,5.8,OVERT|TOPIC|EXCESSIVE|WHEEL|CHIME|CRASH|SUDAN|CHAOS|EVERYDAY,否,否
senior_all,高中全部,高中,725,10,hard,6,5,7,5.7,DURING|NOVELTY|ARROW|DEFEAT|CLEAR|EVENT,否,否
senior_all,高中全部,高中,726,10,hard,8,5,9,6.1,SECURE|CONQUER|OFFENDING|NEARBY|HOARSE|THIRD|CHEEK|STORY,否,否
senior_all,高中全部,高中,727,10,hard,6,5,7,6.2,PHOENIX|PARTLY|BALLAD|THREAD|BALMY|CONDUCT,否,否
senior_all,高中全部,高中,728,10,hard,6,5,7,5.5,PREVIEW|PARCEL|WOUND|MAJOR|RAPID|CLOCK,否,否
senior_all,高中全部,高中,729,10,hard,7,5,8,6.4,FRESH|NECKLACE|RICKETS|CINEMA|UNKNOWN|STRAW|STUDENT,否,否
senior_all,高中全部,高中,730,10,hard,7,5,8,6.4,DEVELOP|PECULIAR|TROUGH|TRUTH|GENTLY|PANIC|CULTURAL,否,否
senior_all,高中全部,高中,731,10,hard,5,5,7,6.0,THEORY|GARLIC|ACCOUNT|RHINO|BREATH,否,否
senior_all,高中全部,高中,732,10,hard,5,5,8,6.0,EFFORT|FLEXIBLE|BREAST|GAILY|GOODS,否,否
senior_all,高中全部,高中,733,10,hard,7,5,8,6.0,PUNISH|POSSIBLY|SELDOM|MILLION|BIBLE|LIVER|BRAIN,否,否
senior_all,高中全部,高中,734,10,hard,7,5,6,5.3,GLOBAL|ALBUM|UNSAFE|ADULT|MEANS|STAND|BLIND,否,否
senior_all,高中全部,高中,735,10,hard,7,5,7,5.9,THROUGH|FICTION|VERSION|WHEEL|COVER|BEING|LONER,否,否
senior_all,高中全部,高中,736,10,hard,8,5,8,6.2,EAGER|FANTASY|MODEST|GENUINE|EXPLOIT|DREAD|TAXPAYER|HABIT,否,否
senior_all,高中全部,高中,737,10,hard,8,5,9,5.8,FORGIVE|FURNITURE|TIGER|REUSE|CIRCE|SUGAR|UPPER|MEDAL,否,否
senior_all,高中全部,高中,738,10,hard,8,5,9,5.9,TRAGIC|CRITICISE|RANGE|REGARD|TWICE|SAUCE|OFTEN|SECURE,否,否
senior_all,高中全部,高中,739,10,hard,6,5,8,6.0,STRIKING|IMPORT|GRIZZLY|SWOOP|WRONG|FROST,否,否
senior_all,高中全部,高中,740,10,hard,5,5,8,6.4,CARELESS|NERVE|FLATMATE|ALIKE|MUSEUM,否,否
